tags,title
linshaye angussampson leighwhannell adamrobitel horror mystery thriller parapsychologist dr. elise rainier faces her most fearsome and personal haunting yet as she is drawn back to her ghostly childhood home where the terror began.,insidious: the last key
alexpettyfer jamesfreedson-jackson emilyalthaus laurenwolkstein drama thriller mysterious events surround two travelers as they make their way across a remote american landscape. on the surface all seems normal but what appears to be a simple vacation soon gives way to a dark and complex web of secrets.,the strange ones
dominiccooper austinstowell gemmachan simonwest action thriller a british special boat service commando tracks down an international terrorist cell.,stratton
bryanbrown samneill warwickthornton adventure crime drama australian western set on the northern territory frontier in the 1920s where justice itself is put on trial when an aged aboriginal farmhand shoots a white man in self-defense and goes on the run as a posse gathers to hunt him down.,sweet country
liamneeson verafarmiga patrickwilson jaumecollet-serra action mystery thriller an insurance salesman/ex-cop is caught up in a life-threatening conspiracy during his daily commute home.,the commuter
tarajip.henson billybrown dannyglover babaknajafi action crime drama mary is a hit woman working for an organized crime family in boston whose life is completely turned around when she meets a young boy whose path she crosses when a professional hit goes bad.,proud mary
"brucewillis colehauser shawnashmore brettdonowho action crime thriller at a bachelorette party in a nightclub the bride tells 2 guys offering blow to go away. they abduct her. the groom's 2 big brothers looked after their kid brother as kids and do so now again as veterans ""looking"" for her and the...",acts of violence
alexlawther abigailbreslin bettemidler trudiestyler comedy drama follows the story of teenager billy bloom who despite attending an ultra conservative high school makes the decision to run for homecoming queen.,freak show
jemaineclement elliottgould ingridmichaelson samhoffman comedy with an interminable case of writer's block and a personal family crisis playwright nate is forced to move into his father's retirement community.,humor me
adrianocarvalho luananastas danielathomas adventure drama brazil 1821. a rich cattle herder finds out that his wife dies in labor. forced to live in the property with numerous african slaves he marries his wife's niece. but he returns to droving leaving his wife behind alone with the s...,vazante
"rubybarnhill louisashbourneserkis katewinslet hiromasayonebayashi animation adventure family based on ""the little broomstick"" by mary stewart a strange flower grants a girl magic powers.",mary and the witch's flower
chrishemsworth michaelshannon michaelpeña nicolaifuglsig action drama history 12 strong tells the story of the first special forces team deployed to afghanistan after 9/11; under the leadership of a new captain the team must work with an afghan warlord to take down the taliban.,12 strong
gerardbutler 50cent pabloschreiber christiangudegast action crime drama an elite unit of the la county sheriff's dept. and the state's most successful bank robbery crew clash as the outlaws plan a seemingly impossible heist on the federal reserve bank.,den of thieves
alexroe jessicarothe johnbenjaminhickey bethanyashtonwolf comedy drama music after being gone for a decade a country star returns home to the love he left behind.,forever my girl
"dylano'brien kayascodelario thomasbrodie-sangster wesball action adventure sci-fi young hero thomas embarks on a mission to find a cure for a deadly disease known as ""the flare"".",maze runner: the death cure
adelkaram camillesalameh kamelelbasha ziaddoueiri crime drama thriller after an emotional exchange between a lebanese christian and a palestinian refugee escalates the men end up in a court case that gets national attention.,the insult
"dakotafanning tonicollette aliceeve benlewin comedy drama a young autistic woman runs away from her caregiver in an attempt to submit her 500-page manuscript to a ""star trek"" writing competition at paramount pictures.",please stand by
helenmirren jasonclarke sarahsnook thespierigbrothers drama fantasy horror ensconced in her sprawling san jose california mansion eccentric firearm heiress sarah winchester (dame helen mirren) believes she is haunted by the souls of people killed by the winchester repeating rifle.,winchester
danielavega franciscoreyes sebastiánlelio drama marina a transgender woman who works as a waitress and moonlights as a nightclub singer is bowled over by the death of her older boyfriend.,a fantastic woman
mariovanpeebles williamfichtner ryanguzman mariovanpeebles action thriller chief a former us marshall has fallen on hard times after he led his team on a raid that went horribly wrong. as he struggles to pick up the pieces he soon learns that there may be a larger conspiracy at hand.,armed
danielbrühl elizabethdebicki akselhennie juliusonah action horror sci-fi orbiting a planet on the brink of war scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.,the cloverfield paradox
"breagrant grahamskipper alyfitzgerald bryancoyne horror it's halloween night and two ""bad apples"" decide to play some wicked tricks on the one house in a suburban cul-de-sac that is not celebrating halloween. they terrorize a young couple in their home and these tricks become increasi...",bad apples
jamescorden domhnallgleeson rosebyrne willgluck adventure comedy crime a rebellious rabbit tries to sneak into a farmer's vegetable garden.,peter rabbit
dakotajohnson jamiedornan kimbasinger jamesfoley drama romance thriller anastasia and christian get married but jack hyde continues to threaten their relationship.,fifty shades freed
anthonysadler alekskarlatos spencerstone clinteastwood biography drama thriller three courageous young americans prevent a terrorist attack on a train bound for paris.,the 15:17 to paris
marcopoloconstandse(director);omarchaparro marimarvega ryancarnes marcopoloconstandse comedy romance valentina has the perfect life in america. her universe trembles when jason her boyfriend proposes marriage and she must confront her family the hidalgo the most chaotic and surreal political dynasty in the history of mexico.,la boda de valentina
anmolk.c. aditibudhathoki anoopbikramshahi surendrapoudel action drama a man fights for his love.,kri
rebeccahall danstevens morganspector briancrano comedy drama romance a woman on the brink of a marriage proposal is told by a friend that she should date other men before spending the rest of her life with her boyfriend.,permission
emilywatson jasonisaacs nickfrost holgertappe animation comedy family despite the title the wishbone family are far from happy. in an attempt to reconnect as a family mum and emma plan a fun night out. however her plan backfires when an evil witch curses them and they're all turned into monsters.,monster family
emilybrowning adamhorowitz mary-louiseparker alexrossperry drama an intersectional narrative of two families in brooklyn and the unraveling of unspoken unhappiness that occurs when a young foreign girl spending time abroad upsets the balance on both sides.,golden exits
"chadwickboseman michaelb.jordan lupitanyong'o ryancoogler(director/​screenplay);joerobertcole(screenplay);chadwickboseman,michaelb.jordan,lupitanyong'o,danaigurira,martinfreeman,danielkaluuya,letitiawright,winstonduke,angelabassett,forestwhitaker,andyserkis,johnkani,florencekasumba,atandwakani,sterlingk.brown,isaachdebankolé,trevornoah,stanlee,sebastianstan action adventure sci-fi t'challa heir to the hidden but advanced kingdom of wakanda must step forward to lead his people into a new future and must confront a challenger from his country's past.",black panther
eddieredmayne tomhiddleston maisiewilliams nickpark animation adventure comedy set at the dawn of time when prehistoric creatures and woolly mammoths roamed the earth early man tells the story of dug along with sidekick hognob as they unite his tribe against a mighty enemy lord nooth and his bronze age ci...,early man
maryanaspivak alexeirozin matveynovikov andreyzvyagintsev drama a couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,loveless
timothyspall kristinscottthomas patriciaclarkson sallypotter comedy a clerical mistake results in a bumbling indian film star being invited to an exclusive hollywood party instead of being fired.,the party
jonhamm nickofferman ambertamblyn markpellington drama a mosaic of stories about love and loss exploring our relationship to the objects artifacts and memories that shape our lives.,nostalgia
hugoweaving jimbroadbent stephenrea lancedaly action drama history set in ireland during the great famine the drama follows an irish ranger who has been fighting for the british army abroad as he abandons his post to reunite with his family.,black '47
taylorjames jacksonrathbone billyzane brucemacdonald action drama after losing the love of his life to a cruel philistine prince a young hebrew with supernatural strength defends his people sacrificing everything to avenge his love his people and god.,samson
"jasonbateman rachelmcadams kylechandler jonathangoldstein,johnfrancisdaley action adventure comedy a group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.",game night
natalieportman jenniferjasonleigh ginarodriguez alexgarland adventure drama horror a biologist signs up for a dangerous secret expedition into a mysterious zone where the laws of nature don't apply.,annihilation
angourierice mariabello debbyryan michaelsucsy drama fantasy romance a shy teenager falls for a spirit who wakes up in the body of a different person every morning.,every day
davidfreyne(director);ellenpage samkeeley tomvaughan-lawlor davidfreyne drama horror sci-fi a disease that turns people into zombies has been cured. society discriminates against the once-infected zombies as do their own families which causes social issues to arise. this leads to militant government interference.,the cured
charlottevega billmilner eugenesimon briano'malley drama horror mystery a family curse confines orphaned twins rachel and edwards to their home in punishment for their ancestors' sins. bound to the rules of a haunting childhood lullaby the twins must never let any outsiders inside the house.,the lodgers
jenniferlawrence joeledgerton matthiasschoenaerts francislawrence action drama thriller ballerina dominika egorova is recruited to 'sparrow school ' a russian intelligence service where she is forced to use her body as a weapon. her first mission targeting a c.i.a. agent threatens to unravel the security of both na...,red sparrow
brucewillis vincentd'onofrio deannorris eliroth action crime drama dr. paul kersey is an experienced trauma surgeon a man who has spent his life saving lives. after an attack on his family paul embarks on his own mission for justice.,death wish
loganlerman ellefanning michellemonaghan shawnchristensen drama mystery romance sidney hall finds accidental success and unexpected love at an early age then disappears without a trace.,the vanishing of sidney hall
liorashkenazi sarahadler yonatanshiray samuelmaoz drama a troubled family must face the facts when something goes terribly wrong at their son's desolate military post.,foxtrot
elyseprice joelbernard katievincent ushermorgan action crime drama when a short-tempered mobster and his gang of thugs try to shake down a neighborhood bar they're soon confronted with the wrath of its owner - a mysterious southern mother with a dangerous past.,pickings
stormreid oprahwinfrey reesewitherspoon avaduvernay adventure family fantasy after the disappearance of her scientist father three peculiar beings send meg her brother and her friend to space in order to find him.,a wrinkle in time
davidoyelowo charlizetheron joeledgerton nashedgerton action comedy crime gringo a dark comedy mixed with white-knuckle action and dramatic intrigue explores the battle of survival for businessman harold soyinka (david oyelowo) when he finds himself crossing the line from law-abiding citizen to wanted...,gringo
oliviacooke anyataylor-joy antonyelchin coryfinley comedy crime drama two upper-class teenage girls in suburban connecticut rekindle their unlikely friendship after years of growing apart. together they hatch a plan to solve both of their problems-no matter what the cost.,thoroughbreds
stevebuscemi simonrussellbeale paddyconsidine armandoiannucci comedy drama history moscow 1953. after being in power for nearly 30 years soviet dictator joseph vissarionovich stalin takes ill and quickly dies. now the members of the council of ministers scramble for power.,the death of stalin
"donaldsutherland helenmirren paolovirzì adventure comedy drama a runaway couple go on an unforgettable journey in the faithful old rv they call ""the leisure seeker"".",the leisure seeker
christinahendricks martinhenderson baileemadison johannesroberts horror a family of four staying at a secluded mobile home park for the night are stalked and then hunted by three masked psychopaths.,the strangers: prey at night
tobykebbell maggiegrace ryankwanten robcohen action adventure crime thieves attempt a massive heist against the u.s. treasury as a category 5 hurricane approaches one of its mint facilities.,the hurricane heist
aliciavikander dominicwest waltongoggins roaruthaug action adventure fantasy lara croft (alicia vikander) the fiercely independent daughter of a missing adventurer must push herself beyond her limits when she discovers the island where her father lord richard croft (dominic west) disappeared.,tomb raider
nickrobinson katherinelangford alexandrashipp gregberlanti comedy drama romance simon spier keeps a huge secret from his family his friends and all of his classmates: he's gay. when that secret is threatened simon must face everyone and come to terms with his identity.,"love, simon"
clorisleachman dennisquaid priscillashirer jonerwin biography drama family the inspiring and unknown true story behind mercyme's beloved chart topping song that brings ultimate hope to so many is a gripping reminder of the power of true forgiveness.,i can only imagine
rosamundpike danielbrühl vincentcassel josépadilha action drama history inspired by the true events of the 1976 hijacking of an air france flight en route from tel aviv to paris and the most daring rescue mission ever attempted.,7 days in entebbe
melissaleo tessathompson lalaanthony lauriecollyer comedy drama when an inmate is granted one weekend out of prison to see her dying mother a rookie correction officer struggles to keep her under control.,furlough
sophieturner dylanmcdermott jackkilmer ericengland drama thriller hank a solitary man living a dull existence in the sleepy southern town raises eyebrows when he develops a questionable relationship with josie a recently transplanted high school student.,josie
zoeydeutch kathrynhahn timheidecker maxwinkler comedy drama a sexually-curious teen forms an unorthodox kinship with her mentally-unstable stepbrother.,flower
johnboyega scotteastwood caileespaeny stevens.deknight action adventure fantasy jake pentecost son of stacker pentecost reunites with mako mori to lead a new generation of jaeger pilots including rival lambert and 15-year-old hacker amara against a new kaiju threat.,pacific rim: uprising
bryancranston edwardnorton billmurray wesanderson animation adventure comedy set in japan isle of dogs follows a boy's odyssey in search of his lost dog.,isle of dogs
jamesmcavoy emilyblunt johnnydepp johnstevenson animation adventure comedy garden gnomes gnomeo (james mcavoy) and juliet (emily blunt) recruit renowned detective sherlock gnomes (johnny depp) to investigate the mysterious disappearance of other garden ornaments.,sherlock gnomes
clairefoy joshualeonard jaypharoah stevensoderbergh drama horror mystery a young woman is involuntarily committed to a mental institution where she is confronted by her greatest fear - but is it real or a product of her delusion?,unsane
jamesfaulkner jimcaviezel oliviermartinez andrewhyatt adventure biography drama luke travels roma looking for apostle paul turned in nero's prisoner to tell his story before his execution.,"paul, apostle of christ"
geoffreyrush armiehammer clémencepoésy stanleytucci biography comedy drama the story of swiss painter and sculptor alberto giacometti.,final portrait
bellathorne patrickschwarzenegger robriggle scottspeer drama romance a 17-year-old girl suffers from a condition that prevents her from being out in the sunlight.,midnight sun
amandadelaney justinmaina seanmichaelgloria ryanjustice drama romance a story about the lifestyles of women whose lives intersect in this world dominated by social media.,followers
tyesheridan oliviacooke benmendelsohn stevenspielberg action adventure sci-fi when the creator of a virtual reality called the oasis dies he makes a posthumous challenge to all oasis users to find his easter egg which will give the finder his fortune and control of his world.,ready player one
tarajip.henson lyriqbent tikasumpter tylerperry none none,tyler perry's acrimony
davida.r.white johncorbett shaneharper michaelmason drama pastor dave responds to the unimaginable tragedy of having his church located on the grounds of the local university burned down.,god's not dead: a light in darkness
lolakirke zoëkravitz gretalee aaronkatz crime drama mystery a heinous crime tests the complex relationship between a tenacious personal assistant and her hollywood starlet boss. as the assistant unravels the mystery she must confront her own understanding of friendship truth and celebrity.,gemini
burtreynolds arielwinter clarkduke adamrifkin drama an aging former movie star is forced to face the reality that his glory days are behind him. on its surface the film is a tale about faded fame. at its core it's a universal story about growing old.,the last movie star
johnkrasinski emilyblunt millicentsimmonds johnkrasinski drama horror sci-fi in a post-apocalyptic world a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.,a quiet place
lesliemann ikebarinholtz johncena kaycannon comedy three parents try to stop their daughters from losing their virginity on prom night.,blockers
joaquinphoenix ekaterinasamsonov alexmanette lynneramsay crime drama a traumatized veteran unafraid of violence tracks down missing girls for a living. when a job spins out of control joe's nightmares overtake him as a conspiracy is uncovered leading to what could be his death trip or his awakening.,you were never really here
jasonclarke katemara edhelms johncurran biography drama history depicting ted kennedy's involvement in the fatal 1969 car accident that claims the life of a young campaign strategist mary jo kopechne.,chappaquiddick
"kristenbell drewfellman,daviddouglas documentary short in the mountains of sichuan china a researcher forms a bond with qian qian a panda who is about to experience nature for the first time.",pandas
charlieplummer chloësevigny travisfimmel andrewhaigh adventure drama a teenager gets a summer job working for a horse trainer and befriends the fading racehorse lean on pete.,lean on pete
"helenhunt williamhurt erinmoriarty seanmcnamara drama sport after the tragic death of star volleyball player caroline ""line"" found a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship.",the miracle season
jonhamm rosamundpike deannorris bradanderson action crime drama caught in the crossfires of civil war cia operatives must send a former u.s. diplomat to negotiate for the life of a friend he left behind.,beirut
dwaynejohnson naomieharris malinåkerman bradpeyton action adventure sci-fi when three different animals become infected with a dangerous pathogen a primatologist and a geneticist team up to stop them from destroying chicago.,rampage
lucyhale tylerposey violettbeane jeffwadlow horror thriller a harmless game of truth or dare among friends turns deadly when someone - or something - begins to punish those who tell a lie or refuse the dare.,truth or dare
bradyjandreau chloézhao drama western after suffering a near fatal head injury a young cowboy undertakes a search for new identity and what it means to be a man in the heartland of america.,the rider
loganlerman helenabonhamcarter gérarddepardieu richardlanni animation adventure family the true story of a stray dog who joins his new master on the battlefields of the first world war. for his valorous actions sgt. stubby is still recognized as the most decorated dog in american history.,sgt. stubby: an american hero
"amyschumer michellewilliams emilyratajkowski abbykohn,marcsilverstein comedy romance a woman struggling with insecurity wakes from a fall believing she is the most beautiful and capable woman on the planet. her new confidence empowers her to live fearlessly but what happens when she realizes her appearance never ...",i feel pretty
jaychandrasekhar paulsoter stevelemme jaychandrasekhar comedy crime mystery when a border dispute arises between the u.s. and canada the super troopers are tasked with establishing a highway patrol station in the disputed area.,super troopers 2
paulapatton omarepps missipyle deontaylor thriller a couple off for a romantic weekend in the mountains are accosted by a biker gang. alone in the mountains brea and john must defend themselves against the gang who will stop at nothing to protect their secrets.,traffik
asabutterfield nickofferman ellenburstyn peterlivolsi comedy drama the film tells futurist architect and inventor r. buckminster fuller's incredible story through two teens hoping to get laid become punk gods and survive high school.,the house of tomorrow
atsumitanezaki naotōyama naokoyamada animation drama fantasy best friends in their last year of high school realise there is no such thing as being together forever.,liz and the blue bird
robertdowneyjr. chrishemsworth markruffalo anthonyrussoandjoerusso action adventure sci-fi the avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful thanos before his blitz of devastation and ruin puts an end to the universe.,avengers: infinity war
rachelweisz rachelmcadams alessandronivola sebastiánlelio drama romance a woman returns to her orthodox jewish community that shunned her for her attraction to a female childhood friend. once back their passions reignite as they explore the boundaries of faith and sexuality.,disobedience
benkingsley theojames jacquelinebisset perfly drama history romance a young program coordinator at the united nations stumbles upon a conspiracy involving iraq's oil reserves.,backstabbing for beginners
halleberry danielcraig denizgamzeergüven drama sci-fi a modern day alternate-reality drama about a hero who rises to become the king of his nation based on the biblical story of king david.,kings
"annafaris eugenioderbez evalongoria robgreenberg,bobfisher(directors/screenplay);annafaris,eugenioderbez,evalongoria,johnhannah,joshsegarra,melrodriguez comedy romance a cruel but beautiful heiress mocks and cheats a hired carpenter. when she gets amnesia after an accident he decides to introduce her to regular life by convincing her that they're husband and wife.",overboard
charlizetheron mackenziedavis markduplass jasonreitman comedy drama mystery a struggling mother of three forms an unexpected bond with the night nanny hired to help with her newborn baby.,tully
davidtennant robertsheehan carlitoolivero deandevlin crime horror thriller a pair of burglars stumble upon a woman being held captive in a home they intended to rob.,bad samaritan
"johnnygalecki annafriel oliverplatt bobbymiller comedy drama fantasy a heartbroken man attends a spiritual retreat to cleanse himself and fix his broken life. there he meets a fellow lost soul and together they discover that ""the cleanse"" releases more than everyday toxins...a lot more.",the cleanse
"nathaliebaye xavierbeauvois action adventure comedy during the cold war an organization called ""patriot"" created a super-hero squad which includes members of multiple soviet republics. for years the heroes had to hide their identities but in hard times they must show themselves...",the guardians
melissamccarthy mayarudolph mollygordon benfalcone comedy after her husband abruptly asks for a divorce a middle-aged mother returns to college in order to complete her degree.,life of the party
gabrielleunion billyburke richardcabral jamesmcteigue action thriller a woman fights to protect her family during a home invasion.,breaking in
saoirseronan annettebening coreystoll michaelmayer comedy drama romance in the early twentieth century an aging actress and her lover visit the estate of her elderly brother.,the seagull
margotrobbie simonpegg dexterfletcher vaughnstein comedy crime drama a film noir taking place in a train terminal at night. add 2 male assassins female assassin waitress teacher janitor and crime boss. add revenge. who says mystery is a lost art?,terminal
matildalutz kevinjanssens vincentcolombe coraliefargeat drama mystery thriller an emotionally troubled young woman sets out to exact revenge against the people who wronged her father.,revenge
ryanreynolds joshbrolin zaziebeetz davidleitch action adventure comedy foul-mouthed mutant mercenary wade wilson (a.k.a. deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal time-traveling cyborg cable.,deadpool 2
janefonda candicebergen marysteenburgen billholderman comedy drama romance four lifelong friends have their lives forever changed after reading 50 shades of grey in their monthly book club.,book club
ethanhawke amandaseyfried cedrickyles paulschrader drama mystery thriller a minister of a small congregation in upstate new york grapples with mounting despair brought on by tragedy worldly concerns and a tormented past.,first reformed
wimwenders(director);popefrancis wimwenders documentary biography pope francis travels the world speaking to those in need and delivering a message of hope.,pope francis: a man of his word
willarnett natashalyonne ludacris rajagosnell adventure comedy crime max a macho solitary rottweiler police dog is ordered to go undercover as a primped show dog in a prestigious dog show along with his human partner to avert a disaster from happening.,show dogs
aldenehrenreich woodyharrelson emiliaclarke ronhoward action adventure sci-fi board the millennium falcon and journey to a galaxy far far away in an epic action-adventure that will set the course of one of the star wars saga's most unlikely heroes.,solo: a star wars story
ellefanning alexsharp nicolekidman johncameronmitchell comedy music romance an alien touring the galaxy breaks away from her group and meets two young inhabitants of the most dangerous place in the universe: the london borough of croydon.,how to talk to girls at parties
nataliedormer emilyratajkowski edskrein anthonybyrne mystery thriller a blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into london's gritty criminal underworld.,in darkness
susannesachße vivaruiz kembrapfahler brucelabruce comedy drama the misandrists begins with volker a young man with an injured leg stumbling through the forest pursued by the police and their tracking dogs. when he emerges from the woods he sees two young women isolde and hilde frolickin...,the misandrists
"jamesfranco sukiwaterhouse jeffreywahlberg jamesfranco,brucethierrycheung action adventure sci-fi a young boy searches a future world wasteland for a rumored cure for his dying mother.",future world
johnnyknoxville chrispontius timkirkby comedy a daredevil designs and operates his own theme park with his friends.,action point
shailenewoodley samclaflin baltasarkormákur action adventure biography a true story of survival as a young couple's chance encounter leads them first to love and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.,adrift
loganmarshall-green bettygabriel harrisongilbertson leighwhannell action sci-fi thriller set in the near-future technology controls nearly all aspects of life. but when the world of grey a self-labeled technophobe is turned upside down his only hope for revenge is an experimental computer chip implant.,upgrade
evanpeters barrykeoghan blakejenner bartlayton biography crime drama four young men mistake their lives for a movie and attempt one of the most audacious heists in u.s. history.,american animals
noëlwells joshradnor ayacash theresabennett comedy a childless single broke stoner attempts to salvage her failing business and love life while falling in love for the first time with a married man.,social animals
sandrabullock cateblanchett annehathaway garyross documentary short director ross various cast and crew and members of the met staff discuss how the film took over the famous museum for its version of the gala. the production received unprecedented ...,ocean's 8
morganneville(director);fredrogers morganneville documentary biography an exploration of the life lessons and legacy of iconic children's television host fred rogers.,won't you be my neighbor?
tonicollette alexwolff millyshapiro ariaster drama horror mystery a grieving family is haunted by tragic and disturbing occurrences.,hereditary
jodiefoster sterlingk.brown sofiaboutella drewpearce action crime drama set in riot-torn near-future los angeles 'hotel artemis' follows the nurse who runs a secret members-only emergency room for criminals.,hotel artemis
trevorjackson jasonmitchell michaelk.williams directorx action crime thriller with retirement on his mind a successful atlanta-based drug dealer sets up one last big job while dealing with trigger-happy colleagues and the police.,superfly
craigt.nelson hollyhunter sarahvowell bradbird animation action adventure the incredibles family takes on a new mission which involves a change in family roles: bob parr (mr. incredible) must manage the house while his wife helen (elastigirl) goes out to save the world.,incredibles 2
edhelms jeremyrenner jonhamm jefftomsic action comedy a small group of former classmates organize an elaborate annual game of tag that requires some to travel all over the country.,tag
saoirseronan billyhowle emilywatson dominiccooke drama music romance in 1962 england a young couple find their idyllic romance colliding with issues of sexual freedom and societal pressure leading to an awkward and fateful wedding night.,on chesil beach
johntravolta kellypreston stacykeach kevinconnolly biography crime drama the story of crime boss john gotti and his son.,gotti
chrispratt brycedallashoward rafespall j.a.bayona action adventure sci-fi when the island's dormant volcano begins roaring to life owen and claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.,jurassic world: fallen kingdom
verafarmiga christopherplummer lewismacdougall shanafeste comedy drama laura and her son henry are forced to drive her estranged pot-dealing carefree father jack cross country after being kicked out of a nursing home.,boundaries
"robertpattinson miawasikowska davidzellner,nathanzellner(directors/screenplay);robertpattinson,miawasikowska comedy drama western it's the wild west circa 1870. samuel alabaster an affluent pioneer ventures across the american frontier to marry the love of his life penelope. as his group traverses the west the once-simple journey grows treacherous blur...",damsel
tylerhoechlin katebosworth lancereddick mikep.nelson action horror sci-fi in the weeks following an apocalyptic event a husband and wife venture across the countryside inhabited by deadly factions in search of safety and must work together as they are pushed to the breaking point in order to survive.,the domestics
beniciodeltoro joshbrolin isabelamoner stefanosollima action crime drama the drug war on the u.s.-mexico border has escalated as the cartels have begun trafficking terrorists across the us border. to fight the war federal agent matt graver re-teams with the mercurial alejandro.,sicario: day of the soldado
benfoster thomasinmckenzie jeffkober debragranik adventure drama a father and his thirteen-year-old daughter are living an ideal existence in a vast urban park in portland oregon when a small mistake derails their lives forever.,leave no trace
kyrieirving lilrelhowery shaquilleo'neal charlesstoneiii comedy sport an anti-ageist comedy about a man's dream to win the rucker classic street ball tournament in harlem.,uncle drew
jessicachastain michaelgreyeyes chaskespencer susannawhite biography drama history catherine weldon a portrait painter from 1890s brooklyn travels to dakota to paint a portrait of sitting bull and becomes embroiled in the lakota peoples' struggle over the rights to their land.,woman walks ahead
