tags,title
y'lannoel lexscottdavis joivanwade gerardmcmurray action horror sci-fi america's third political party the new founding fathers of america comes to power and conducts an experiment: no laws for 12 hours on staten island. no one has to stay on the island but $5 000 is given to anyone who does.,the first purge
paulrudd evangelinelilly michaelpeña peytonreed action adventure comedy as scott lang balances being both a superhero and a father hope van dyne and dr. hank pym present an urgent new mission that finds the ant-man fighting alongside the wasp to uncover secrets from their past.,ant-man and the wasp
lakeithstanfield tessathompson armiehammer bootsriley comedy drama fantasy in an alternate present-day version of oakland telemarketer cassius green discovers a magical key to professional success propelling him into a universe of greed.,sorry to bother you
whitneyhouston kevinmacdonald comedy a girl a guy and their friends are twenty-somethings living in chicago.,whitney
adamsandler andysamberg selenagomez genndytartakovsky animation adventure comedy count dracula and company participate in a cruise for sea-loving monsters unaware that their boat is being commandeered by the monster-hating van helsing family.,hotel transylvania 3: summer vacation
dwaynejohnson nevecampbell chinhan rawsonmarshallthurber action adventure thriller a security expert must infiltrate a burning skyscraper 225 stories above ground when his family is trapped inside by criminals.,skyscraper
elsiefisher joshhamilton emilyrobinson boburnham comedy drama an introverted teenage girl tries to survive the last week of her disastrous eighth grade year before leaving to start high school.,eighth grade
joaquinphoenix rooneymara jonahhill gusvansant biography comedy drama on the rocky path to sobriety after a life-changing accident john callahan discovers the healing power of art willing his injured hands into drawing hilarious often controversial cartoons which bring him a new lease on life.,"don't worry, he won't get far on foot"
"woodyharrelson tommyleejones jamesmarsden robreiner biography drama history a group of journalists of the knight-ridder news service covering president george w. bush's planned invasion of iraq in 2003 are skeptical of the president's claim that saddam hussein has ""weapons of mass destruction.""",shock and awe
lilyjames amandaseyfried piercebrosnan olparker comedy musical romance five years after the events of mamma mia! (2008) sophie prepares for the grand reopening of the hotel bella donna as she learns more about her mother's past.,mamma mia! here we go again
denzelwashington ashtonsanders pedropascal antoinefuqua action crime thriller robert mccall serves an unflinching justice for the exploited and oppressed but how far will he go when that is someone he loves?,the equalizer 2
janinagavankar ethanembry daveeddiggs carloslópezestrada comedy crime drama while on probation a man begins to re-evaluate his relationship with his volatile best friend.,blindspotting
colinwoodell rebeccarittenhouse bettygabriel stephensusco horror mystery thriller a teen comes into possession of a new laptop and soon discovers that the previous owner is not only watching him but will also do anything to get it back.,unfriended: dark web
"shinsukesato(director);sotafukushi hanasugisaki shinsukesato animation action adventure high school student ichigo kurosaki who has the ability to see ghosts gains soul reaper powers from rukia kuchiki and sets out to save the world from ""hollows"".",bleach
vincentcassel tuheïadams malikzidi édouarddeluc none none,gauguin – voyage de tahiti
tomcruise henrycavill vingrhames christophermcquarrie action adventure thriller ethan hunt and his imf team along with some familiar allies race against time after a mission gone wrong.,mission: impossible – fallout
scottmenville kharypayton tarastrong peterridamichail animation action adventure a villain's maniacal plan for world domination sidetracks five teenage superheroes who dream of hollywood stardom.,teen titans go! to the movies
tsuihark(director) changchia-lu chenkuo-fu(screenplay) tsuihark action adventure drama detective dee is forced to defend himself against the accusations of empress wu while investigating a crime spree.,detective dee: the four heavenly kings
timothéechalamet maikamonroe alexroe elijahbynum crime drama romance in 1991 a sheltered teenage boy comes of age during a wild summer he spends on cape cod getting rich from selling pot to gangsters falling in love for the first time partying and eventually realizing that he is in over his head.,hot summer nights
kellymacdonald irrfankhan daviddenman marcturtletaub drama agnes taken for granted as a suburban mother discovers a passion for solving jigsaw puzzles which unexpectedly draws her into a new world - where her life unfolds in ways she could never have imagined.,puzzle
michaelpeña lizzycaplan mikecolter benyoung action drama sci-fi a father has a recurring dream of losing his family. his nightmare turns into reality when the planet is invaded by a force bent on destruction. fighting for their lives he comes to realize an unknown strength to keep them safe f...,extinction
ewanmcgregor hayleyatwell jimcummings marcforster adventure comedy drama a working-class family man christopher robin encounters his childhood friend winnie-the-pooh who helps him to rediscover the joys of life.,christopher robin
amandlastenberg mandymoore harrisdickinson jenniferyuhnelson action adventure drama imprisoned by an adult world that now fears everyone under 18 a group of teens form a resistance group to fight back and reclaim control of their future.,the darkest minds
milakunis katemckinnon justintheroux susannafogel action adventure comedy best friends audrey and morgan unwittingly become entangled in an international conspiracy when one of them discovers that the boyfriend who dumped her was actually a spy.,the spy who dumped me
chloëgracemoretz sashalane johngallagher desireeakhavan comedy drama in 1993 a teenage girl is forced into a gay conversion therapy center by her conservative guardians.,the miseducation of cameron post
maiamitchell camilamorrone kylemooney augustinefrizzell comedy crime drama jessie and angela high school dropouts are taking a week off to chill at the beach. too bad their house got robbed rent's due they're about to get fired and they're broke.,never goin' back
ninadobrev finnwolfhard vanessahudgens kenmarino drama in the tomb-like quiet of their ranch-style purgatory a divorced husband and wife fight a wordless war while mourning an unspeakable mutual loss. a sadistic lover's ritual humiliation spawns both tenderness and revenge.,dog days
jasonstatham libingbing rainnwilson jonturteltaub action horror sci-fi a group of scientists exploring the marianas trench encounter the largest marine predator that has ever existed - the megalodon.,the meg
johndavidwashington adamdriver lauraharrier spikelee biography comedy crime ron stallworth an african american police officer from colorado springs co successfully manages to infiltrate the local ku klux klan branch with the help of a jewish surrogate who eventually becomes its leader. based on actual ...,blackkklansman
joeyking juliagoldanitelles jazsinclair sylvainwhite horror mystery thriller in a small town in massachusetts a group of friends fascinated by the internet lore of the slender man attempt to prove that he doesn't actually exist - until one of them mysteriously goes missing.,slender man
joecole jean-stéphanesauvaire action biography crime the true story of an english boxer incarcerated in one of thailand's most notorious prisons as he fights in muay thai tournaments to earn his freedom.,a prayer before dawn
constancewu henrygolding gemmachan jonm.chu comedy drama romance this contemporary romantic comedy based on a global bestseller follows native new yorker rachel chu to singapore to meet her boyfriend's family.,crazy rich asians
kodismit-mcphee leonorvarela jenshultén alberthughes action adventure drama in the prehistoric past a young man struggles to return home after being separated from his tribe during a buffalo hunt. he finds a similarly lost wolf companion and starts a friendship that would change humanity.,alpha
markwahlberg johnmalkovich laurencohan peterberg action thriller a small team of elite american intelligence officers part of a top-secret tactical command unit try to smuggle a mysterious police officer with sensitive information out of indonesia.,mile 22
glennclose jonathanpryce christianslater björnrunge drama a wife questions her life choices as she travels to stockholm to see her husband receive the nobel prize for literature.,the wife
anselelgort taronegerton kevinspacey jamescox biography drama thriller a group of wealthy boys in los angeles during the early 1980s establish a 'get-rich-quick' scam that turns deadly.,billionaire boys club
ethanhawke rosebyrne jesseperetz comedy drama music annie (the long-suffering girlfriend of duncan) has an unlikely transatlantic romance with once revered now faded singer-songwriter tucker crowe who also happens to be the subject of duncan's musical obsession.,"juliet, naked"
annasophiarobb umathurman isabellefuhrman rodrigocortés drama fantasy horror a troubled teen named kit gordy is forced to join the exclusive blackwood boarding school just to find herself trapped by dark forces around its mysterious headmistress madame duret.,down a dark hall
lanacondor noahcentineo annacathcart susanjohnson comedy drama romance a teenage girl's secret love letters are exposed and wreak havoc on her love life.,to all the boys i've loved before
melissamccarthy mayarudolph joelmchale brianhenson action comedy crime when the puppet cast of a '90s children's tv show begin to get murdered one by one a disgraced lapd detective-turned-private eye puppet takes on the case.,the happytime murders
johncho debramessing aneeshchaganty drama horror mystery after his teenage daughter goes missing a desperate father tries to find clues on her laptop.,searching
charliehunnam ramimalek michaelnoer biography crime drama a french convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the south american penal colony on devil's island which inspires the man to plot his escape.,papillon
alexneustaedter beckyg alexmacnicoll oliverdaly documentary biography music a biography of axl rose.,a.x.l.
oscarisaac benkingsley liorraz chrisweitz biography drama history a team of secret agents set out to track down the nazi officer who masterminded the holocaust.,operation finale
"mylestruitt jackreynor zoëkravitz jonathanbaker,joshbaker action drama sci-fi chased by a vengeful criminal the feds and a gang of otherworldly soldiers an ex-con and his adopted teenage brother go on the run with a weapon of mysterious origin as their only protection.",kin
domhnallgleeson ruthwilson willpoulter lennyabrahamson drama horror mystery after a doctor is called to visit a crumbling manor strange things begin to occur.,the little stranger
winonaryder keanureeves victorlevin comedy drama romance the story of two miserable and unpleasant wedding guests lindsay and frank who develop a mutual affection despite themselves.,destination wedding
brucewillis frankgrillo johnathonschaech briana.miller action drama thriller a bank manager haunted by a violent heist that took the life of a coworker teams up with his ex-cop neighbor to bring down the assailant initiating an explosive counterattack that brings all three men to the breaking point.,reprisal
demiánbichir taissafarmiga jonasbloquet corinhardy horror mystery thriller a priest with a haunted past and a novice on the threshold of her final vows are sent by the vatican to investigate the death of a young nun in romania and confront a malevolent force in the form of a demonic nun.,the nun
jennifergarner johnortiz juanpabloraba pierremorel action thriller five years after her husband and daughter are killed in a senseless act of violence a woman comes back from self-imposed exile to seek revenge against those responsible and the system that let them go free.,peppermint
boydholbrook trevanterhodes jacobtremblay shaneblack action adventure sci-fi when a young boy accidentally triggers the universe's most lethal hunters' return to earth only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.,the predator
matthewmcconaughey richiemerritt belpowley yanndemange crime drama the story of teenager richard wershe jr. who became an undercover informant for the fbi during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.,white boy rick
annakendrick blakelively henrygolding paulfeig comedy crime mystery stephanie is a single mother with a parenting vlog who befriends emily a secretive upper-class woman who has a child at the same elementary school. when emily goes missing stephanie takes it upon herself to investigate.,a simple favor
emmathompson stanleytucci fionnwhitehead richardeyre drama as her marriage crumbles a judge must decide a case involving a teenage boy who is refusing a blood transfusion on religious principle.,the children act
chloësevigny kristenstewart jayhuguley craigwilliammacneill biography crime drama a psychological thriller based on the infamous 1892 murders of lizzie andrew borden's family.,lizzie
samuelhunt merrittpatterson vanessabellcalloway haroldcronk biography drama history the next amazing chapter of olympian and world war ii hero louis zamperini's powerful true story of forgiveness redemption and amazing grace.,unbroken: path to redemption
vasileflutur jilliangeurts joyshatz stephencognetti horror mystery it's been eight years since the opening night tragedy of hell house llc and still many unanswered questions remain. thanks to an anonymous tip investigative journalist jessica fox is convinced that key evidence is hidden inside ...,hell house llc ii: the abaddon hotel
jackblack cateblanchett owenvaccaro eliroth comedy family fantasy a young orphan named lewis barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.,the house with a clock in its walls
oscarisaac oliviawilde mandypatinkin danfogelman drama romance as a young new york city couple goes from college romance to marriage and the birth of their first child the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.,life itself
johnc.reilly joaquinphoenix jakegyllenhaal jacquesaudiard drama western eli and charlie sisters an infamous duo of gunslinging assassins chase a gold prospector and his unexpected ally in 1850s oregon.,the sisters brothers
odessayoung sukiwaterhouse harinef samlevinson action comedy crime after a malicious data hack exposes the secrets of the perpetually american town of salem chaos descends and four girls must fight to survive while coping with the hack themselves.,assassination nation
keiraknightley dominicwest washwestmoreland biography drama history colette is pushed by her husband to write novels under his name. upon their success she fights to make her talents known challenging gender norms.,colette
michaelmoore(director/screenplay) michaelmoore documentary filmmaker michael moore examines the current state of american politics particularly the donald trump presidency and gun violence while highlighting the power of grassroots democratic movements.,fahrenheit 11/9
guillaumecanet melanielaurent christiancarion crime drama mystery driving in the heart of the highlands edmond murray receives a call from his ex-wife in tears. their 7-year-old son went missing from a campsite. soon it becomes clear that the child was kidnapped and the parents give way to des...,my son
lisadapolito(director);gildaradner lisadapolito documentary in her own words comedienne gilda radner looks back and reflects on her life and career. weaving together recently discovered audiotapes interviews with her friends rare home movies and diaries read by modern day comediennes (i...,"love, gilda"
justinbriner christopherr.sabat cliffordchapin kenjinagasaki animation action adventure all might and deku accept an invitation to visit i island where they battle against a villain who takes the island hostage.,my hero academia: two heroes
"channingtatum jamescorden zendaya kareykirkpatrick animation adventure comedy high up on a mountain peak surrounded by clouds a secret yeti society lives in peace and harmony. one day a yeti witnesses an airplane crash; inside lies ""smallfoot"" a legendary creature that will rock the society to its core.",smallfoot
kevinhart tiffanyhaddish robriggle malcolmd.lee comedy a group of high school dropouts is forced to attend night school in hopes that they will pass the ged exam to finish high school.,night school
robertredford caseyaffleck dannyglover davidlowery action drama thriller a retired cia agent is hunted by both the agency he once worked for and his own nightmares when an unknown man suddenly visits him after nearly three decades.,the old man & the gun
bextaylor-klaus amyforsyth reignedwards gregoryplotkin horror thriller a masked serial killer turns a horror-themed amusement park into his own personal playground terrorizing a group of friends while the rest of the patrons believe that it is all part of the show.,hell fest
nicholasx.parsons pattyduke michaelgross davechristiano drama an african missionary shares with a christian man in the united states how he feels the church in america is in great danger. the christian is very convicted by what he hears and then sets forth a plan to reach his city with the g...,power of the air
tomhardy michellewilliams rizahmed rubenfleischer action adventure sci-fi a failed reporter is bonded to an alien entity one of many symbiotes who have invaded earth. but the being takes a liking to earth and decides to protect it.,venom
bradleycooper ladygaga samelliott bradleycooper drama music romance a musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,a star is born
peterbogdanovich(director) peterbogdanovich none none,the great buster: a celebration
ruperteverett colinfirth colinmorgan ruperteverett biography drama the untold story of the last days in the tragic times of oscar wilde a person who observes his own failure with ironic distance and regards the difficulties that beset his life with detachment and humor.,the happy prince
ryangosling clairefoy jasonclarke damienchazelle biography drama history a look at the life of the astronaut neil armstrong and the legendary space mission that led him to become the first man to walk on the moon on july 20 1969.,first man
jeffbridges cynthiaerivo dakotajohnson drewgoddard crime drama mystery early 1970s. four strangers check in at the el royale hotel. the hotel is deserted staffed by a single desk clerk. some of the new guests' reasons for being there are less than innocent and some are not who they appear to be.,bad times at the el royale
wendimclendon-covey madisoniseman jeremyraytaylor arisandel none none,goosebumps 2: haunted halloween
stevecarell timothéechalamet mauratierney felixvangroeningen biography drama based on the best-selling pair of memoirs from father and son david and nic sheff beautiful boy chronicles the heartbreaking and inspiring experience of survival relapse and recovery in a family coping with addiction over many y...,beautiful boy
ikebarinholtz tiffanyhaddish noradunn ikebarinholtz comedy thriller in a politically divided america a man struggles to make it through the thanksgiving holiday without destroying his family.,the oath
nicksearcy(director);earlbillings deancain sarahjanemorris nicksearcy crime drama a movie about the crimes and trial of kermit gosnell an american doctor and abortion provider who was convicted of killing three fetuses and the involuntary manslaughter of a woman who died during a procedure.,gosnell: the trial of america's biggest serial killer
"hannahmarks joeypower(directors/screenplay) jeremyallenwhite hannahmarks,joeypower(directors/screenplay),jeremyallenwhite,maikamonroe,deronhorton,sashalane,deanwinters,ginagershon,marisatomei comedy drama romance a young couple's relationship develops quickly when one of them is diagnosed with a life-changing illness.",after everything
jamieleecurtis judygreer andimatichak davidgordongreen horror thriller fifteen years after murdering his sister on halloween night 1963 michael myers escapes from a mental hospital and returns to the small town of haddonfield illinois to kill again.,halloween
amandlastenberg reginahall russellhornsby georgetillmanjr. crime drama starr witnesses the fatal shooting of her childhood best friend khalil at the hands of a police officer. now facing pressure from all sides of the community starr must find her voice and stand up for what's right.,the hate u give
melissamccarthy richarde.grant marielleheller biography comedy crime when lee israel falls out of step with current tastes she turns her art form to deception.,can you ever forgive me?
sunnysuljic lucashedges katherinewaterston jonahhill comedy drama follows stevie a thirteen-year-old in 1990s-era los angeles who spends his summer navigating between his troubled home life and a group of new friends that he meets at a motor avenue skate shop.,mid90s
careymulligan jakegyllenhaal edoxenbould pauldano drama a teenage boy must deal with his mother's complicated response after his father temporarily abandons them to take a menial and dangerous job.,wildlife
hilaryswank michaelshannon robertforster elizabethchomko drama bridget returns home at her brother's urging to deal with her ailing mother and her father's reluctance to let go of their life together.,what they had
gerardbutler garyoldman common donovanmarsh action thriller an untested american submarine captain teams with u.s. navy seals to rescue the russian president who has been kidnapped by a rogue general.,hunter killer
rowanatkinson olgakurylenko benmiller davidkerr action adventure comedy after a cyber-attack reveals the identity of all of the active undercover agents in britain johnny english is forced to come out of retirement to find the mastermind hacker.,johnny english strikes again
dakotajohnson tildaswinton miagoth lucaguadagnino horror an american newcomer to a prestigious german ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.,suspiria
sarahdrew justinbruening jasongeorge davidg.evans drama daisy and violet are twin sisters on the verge of turning 18. they are blessed with beautiful voices and are sought after to sing at weddings communions and baptisms. their real draw is another trait which cloaks them in fascinat...,indivisible
mikec.nelson jennimelear davidmccracken davidmccracken action drama thriller an action/thriller set in 1977 about four friends who reunite for a bachelor party to hunt for buried prohibition money on kentucky's bluegrass bourbon trail only to become ripped apart by greed corruption and murder.,bullitt county
ramimalek lucyboynton gwilymlee bryansinger biography drama music the story of the legendary british rock band queen and lead singer freddie mercury leading up to their famous performance at live aid (1985).,bohemian rhapsody
"keiraknightley mackenziefoy eugenioderbez lassehallström,joejohnston adventure family fantasy a young girl is transported into a magical world of gingerbread soldiers and an army of mice.",the nutcracker and the four realms
tiffanyhaddish tikasumpter omarihardwick tylerperry comedy drama a stubborn man past his prime reflects on his life of strict independence and seeks more from himself.,nobody's fool
lucashedges nicolekidman russellcrowe joeledgerton biography drama the son of a baptist preacher unwillingly participates in a church-supported gay conversion program after being forcibly outed to his parents.,boy erased
rosamundpike jamiedornan stanleytucci matthewheineman biography drama war one of the most celebrated war correspondents of our time marie colvin is an utterly fearless and rebellious spirit driven to the frontline of conflicts across the globe to give voice to the voiceless.,a private war
calumworthy jackielong roryuphold josephkahn comedy drama music a progressive graduate student finds success and sparks outrage when his interest in battle rap as a thesis subject becomes a competitive obsession.,bodied
hughjackman verafarmiga j.k.simmons jasonreitman biography drama history in 1987 u.s. senator gary hart's presidential campaign is derailed when he's caught in a scandalous love affair.,the front runner
"benedictcumberbatch rashidajones kenanthompson yarrowcheney,scottmosier animation adventure comedy a grumpy grinch plots to ruin christmas for the village of whoville.",the grinch
clairefoy sverrirgudnason lakeithstanfield fedeálvarez action crime drama young computer hacker lisbeth salander and journalist mikael blomkvist find themselves caught in a web of spies cybercriminals and corrupt government officials.,the girl in the spider's web
jovanadepo wyattrussell mathildeollivier juliusavery action horror sci-fi a small group of american soldiers find horror behind enemy lines on the eve of d-day.,overlord
"timblakenelson zoekazan liamneeson joelandethancoen(directors/screenplay);timblakenelson,zoekazan,liamneeson,tomwaits comedy drama musical six tales of life and violence in the old west following a singing gunslinger a bank robber a traveling impresario an elderly prospector a wagon train and a perverse pair of bounty hunters.",the ballad of buster scruggs
gavinfree michaeljones burnieburns danielfabelo&matthullum action comedy sci-fi after one of their own is lost in another dimension the lazer team groups together once again to fight against a new threat.,lazer team 2
joshwebber(director);shauncairo(screenplay) jomariepayton garyleroigray joshwebber drama thriller a story about longtime friends whom have known one another since college. all of whom have been doing well since with careers in the entertainment industry on wall street legal and even in the nfl. when the group decides to tak...,conundrum: secrets among friends
"eddieredmayne katherinewaterston danfogler davidyates adventure family fantasy the second installment of the ""fantastic beasts"" series featuring the adventures of magizoologist newt scamander.",fantastic beasts: the crimes of grindelwald
violadavis michellerodriguez elizabethdebicki stevemcqueen crime drama thriller four women with nothing in common except a debt left behind by their dead husbands' criminal activities take fate into their own hands and conspire to forge a future on their own terms.,widows
viggomortensen mahershalaali lindacardellini peterfarrelly biography comedy drama a working-class italian-american bouncer becomes the driver for an african-american classical pianist on a tour of venues through the 1960s american south.,green book
markwahlberg rosebyrne isabelamoner seananders comedy drama a couple find themselves in over their heads when they foster three children.,instant family
"johnc.reilly sarahsilverman galgadot richmoore,philjohnston animation adventure comedy six years after the events of ""wreck-it ralph "" ralph and vanellope now friends discover a wi-fi router in their arcade leading them into a new adventure.",ralph breaks the internet
michaelb.jordan sylvesterstallone tessathompson stevencaplejr. drama sport under the tutelage of rocky balboa newly crowned heavyweight champion adonis creed faces off against viktor drago the son of ivan drago.,creed ii
taronegerton jamiefoxx benmendelsohn ottobathurst action adventure drama in twelfth-century england robin longstride and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.,robin hood
yalitzaaparicio marinadetavira fernandogrediaga alfonsocuarón drama a year in the life of a middle-class family's maid in mexico city in the early 1970s.,roma
oliviacolman emmastone rachelweisz yorgoslanthimos biography comedy drama in early 18th-century england the status quo at the court is upset when a new servant arrives and endears herself to a frail queen anne.,the favourite
rohanchand christianbale cateblanchett andyserkis adventure drama fantasy a human child raised by wolves must face off against a menacing tiger named shere khan as well as his own origins.,mowgli: legend of the jungle
diederikvanrooijen(director);briansieve(writer);shaymitchell greydamon kirbyjohnson diederikvanrooijen horror mystery thriller when a cop who is just out of rehab takes the graveyard shift in a city hospital morgue she faces a series of bizarre violent events caused by an evil entity in one of the corpses.,the possession of hannah grace
ellahunt malcolmcumming marlisiu johnmcphail comedy horror musical a zombie apocalypse threatens the sleepy town of little haven - at christmas - forcing anna and her friends to fight slash and sing their way to survival facing the undead in a desperate race to reach their loved ones. but they ...,anna and the apocalypse
zainalrafeea yordanosshiferaw boluwatifetreasurebankole nadinelabaki drama while serving a five-year sentence for a violent crime a 12-year-old boy sues his parents for neglect.,capernaum
saoirseronan margotrobbie jacklowden josierourke biography drama history mary stuart's (saoirse ronan's) attempt to overthrow her cousin elizabeth i (margot robbie) queen of england finds her condemned to years of imprisonment before facing execution.,mary queen of scots
lucashedges juliaroberts kathrynnewton peterhedges drama a drug addicted teenage boy shows up unexpectedly at his family's home on christmas eve.,ben is back
"shameikmoore jakejohnson haileesteinfeld bobpersichetti,peterramsey,rodneyrothman animation action adventure teen miles morales becomes the spider-man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.",spider-man: into the spider-verse
hugoweaving herahilmar robertsheehan christianrivers action adventure fantasy in a post-apocalyptic world where cities ride on wheels and consume each other to survive two people meet in london and try to stop a conspiracy.,mortal engines
clinteastwood bradleycooper laurencefishburne clinteastwood crime drama thriller a ninety-year-old horticulturist and korean war veteran turns drug mule for a mexican cartel.,the mule
kikilayne stephanjames teyonahparris barryjenkins drama romance a young woman embraces her pregnancy while she and her family set out to prove her childhood friend and lover innocent of a crime he didn't commit.,if beale street could talk
emilyblunt lin-manuelmiranda benwhishaw robmarshall animation adventure comedy a few decades after her original visit mary poppins the magical nanny returns to help the banks siblings and michael's children through a difficult time in their lives.,mary poppins returns
jasonmomoa amberheard willemdafoe jameswan action adventure fantasy arthur curry the human-born heir to the underwater kingdom of atlantis goes on a quest to prevent a war between the worlds of ocean and land.,aquaman
haileesteinfeld johncena jorgelendeborgjr. travisknight action adventure sci-fi on the run in the year 1987 bumblebee finds refuge in a junkyard in a small california beach town. on the cusp of turning 18 and trying to find her place in the world charlie watson discovers bumblebee battle-scarred and broken.,bumblebee
stevecarell lesliemann dianekruger robertzemeckis biography comedy drama a victim of a brutal attack finds a unique and beautiful therapeutic outlet to help him through his recovery process.,welcome to marwen
jenniferlopez leahremini vanessahudgens petersegal comedy drama romance a big box store worker reinvents her life and her life-story and shows madison avenue what street smarts can do.,second act
joannakulig tomaszkot agatakulesza pawełpawlikowski drama music romance in the 1950s a music director falls in love with a singer and tries to persuade her to flee communist poland for france.,cold war
willferrell johnc.reilly rebeccahall etancohen action adventure mystery detective sherlock holmes is on the trail of criminal mastermind professor moriarty who is carrying out a string of random crimes across europe.,holmes & watson
christianbale amyadams stevecarell adammckay biography comedy drama the story of dick cheney an unassuming bureaucratic washington insider who quietly wielded immense power as vice president to george w. bush reshaping the country and the globe in ways that are still felt today.,vice
felicityjones armiehammer justintheroux mimileder biography drama the true story of ruth bader ginsburg her struggles for equal rights and the early cases of a historic career that lead to her nomination and confirmation as u.s. supreme court associate justice.,on the basis of sex
nicolekidman sebastianstan tobykebbell karynkusama action crime drama a police detective reconnects with people from an undercover assignment in her distant past in order to make peace.,destroyer
fionnwhitehead willpoulter asimchaudhry davidslade drama fantasy mystery a young programmer starts to question reality when he adapts a mad writer's fantasy novel into a video game.,black mirror: bandersnatch
